CUSTOMERID,CUSTOMER_TYPE,CATEGORYID,CATNAME,CRD_PURPOSE,CRD_CLASSIFICATION,CRLIMIT,BRNAME,DEALER_NAME,PRINTAMT,Down_payment%,ntransaction_l12m,MARTIAL_STATUS,nopen_account,nclose_account,state,Age,good_bad,Duration
1369261.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,19530000.0,0001-Nay Pyi Taw,"Shin Thant Thit Sar (NPT)Co.,Ltd",2123505.91,30.0,5.0,Married,1.0,0.0,9,37.0,0,60.0
2063545.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,8562586.24,0001-Nay Pyi Taw,"Shin Thant Thit Sar (NPT)Co.,Ltd",647413.7,0.0,8.0,Unknown,1.0,1.0,14,46.0,0,48.0
228024.0,Customer linkage,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,10756588.19,0001-Nay Pyi Taw,"Shin Thant Thit Sar (NPT)Co.,Ltd",229360.87,0.0,10.0,Unknown,1.0,1.0,5,18.0,0,58.0
201262.0,Customer linkage,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,16351852.19,0001-Nay Pyi Taw,"Myanmar Theingi Services Co,Ltd(Suzuki)",338509.66,0.0,7.0,Married,1.0,1.0,9,64.0,0,48.0
2389044.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,7438228.14,0001-Nay Pyi Taw,"Shin Thant Thit Sar (NPT)Co.,Ltd",1341215.01,0.0,9.0,Unknown,1.0,1.0,9,30.0,0,21.0
1887165.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,14841259.57,0001-Nay Pyi Taw,"Shin Thant Thit Sar (NPT)Co.,Ltd",2222914.91,0.0,9.0,Married,1.0,1.0,8,45.0,0,26.0
212059.0,Customer linkage,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,19604607.11,0001-Nay Pyi Taw,Farmer Phoyarzar General Services Co.Ltd(Used Car),1310400.65,0.0,9.0,Unknown,1.0,1.0,12,35.0,0,52.0
210555.0,Customer linkage,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,12252879.49,0001-Nay Pyi Taw,Farmer Phoyarzar General Services Co.Ltd(Used Car),754374.2,0.0,9.0,Unknown,1.0,2.0,12,55.0,0,52.0
2283284.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,31694307.2,0001-Nay Pyi Taw,"Super Seven Stars Co,Ltd(KIA & Peugeot)Brand New",849737.2,0.0,5.0,Single,1.0,0.0,13,36.0,0,60.0
1141518.0,Single Customer,1083.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,19988290.85,0001-Nay Pyi Taw,"Shin Thant Thit Sar (NPT)Co.,Ltd",600468.8,0.0,8.0,Unknown,1.0,2.0,6,31.0,0,48.0
760113.0,Single Customer,1072.0,Hire Purchase (Amortization) Int 10%,Motor Vehicle,Agriculture/Livestocks,19569919.82,0001-Nay Pyi Taw,"Myanmar Theingi Services Co,Ltd(Suzuki)",558248.47,0.0,8.0,Unknown,1.0,1.0,9,39.0,0,56.0
335481.0,Single Customer,623.0,Hire Purchase (Amortization) 60 Month with 10%,#To buy a car,Agriculture/Livestocks,120000000.0,0002-Ygn (1) Hlaing,Capital Automotive Ltd,53191640.38,50.0,7.0,Unknown,2.0,1.0,12,40.0,0,60.0
335481.0,Single Customer,747.0,Hire Purchase (Flat Method ) 60 Month with 9.5%,Motor Vehicle,Agriculture/Livestocks,70447501.31,0002-Ygn (1) Hlaing,Automobile Alliance Co.Ltd,30005417.15,0.0,7.0,Unknown,2.0,1.0,12,40.0,0,53.0
21468.0,Single Customer,623.0,Hire Purchase (Amortization) 60 Month with 10%,Apartment (Business),Agriculture/Livestocks,65600000.0,0002-Ygn (1) Hlaing,Housing Loan,5446762.47,20.0,7.0,Unknown,1.0,0.0,13,57.0,0,60.0
6746.0,Group of Customer,623.0,Hire Purchase (Amortization) 60 Month with 10%,Motor Vehicle,Agriculture/Livestocks,64000000.0,0002-Ygn (1) Hlaing,Capital Automotive Ltd,28368875.22,50.0,7.0,Unknown,2.0,0.0,0,34.0,0,60.0
6746.0,Group of Customer,747.0,Hire Purchase (Flat Method ) 60 Month with 9.5%,Motor Vehicle,Agriculture/Livestocks,205325000.0,0002-Ygn (1) Hlaing,Automobile Alliance Co.Ltd,102662500.1,50.0,7.0,Unknown,2.0,0.0,0,34.0,0,60.0
165647.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,Heavy Machinery,Agriculture/Livestocks,63700000.0,0002-Ygn (1) Hlaing,Aung Gyi Trading Co.Ltd,15924999.94,30.0,7.0,Unknown,1.0,0.0,12,49.0,0,24.0
402394.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,Heavy Machinery,Agriculture/Livestocks,63700000.0,0002-Ygn (1) Hlaing,Aung Gyi Trading Co.Ltd,15924999.94,30.0,7.0,Unknown,1.0,0.0,12,47.0,0,24.0
68782.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,13300332.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,13300332.0,0.0,7.0,Unknown,1.0,1.0,12,27.0,0,1.0
72423.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,11883333.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,11883333.0,0.0,7.0,Unknown,1.0,1.0,7,48.0,0,1.0
68763.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,23833332.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,16903332.0,0.0,7.0,Unknown,1.0,1.0,12,34.0,0,1.0
73050.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,11883333.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,11883333.0,0.0,7.0,Unknown,1.0,1.0,12,43.0,0,1.0
72411.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,11883333.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,11883333.0,0.0,7.0,Unknown,1.0,1.0,12,41.0,0,1.0
73934.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,12400000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,12400000.0,0.0,7.0,Unknown,1.0,1.0,12,41.0,0,1.0
72422.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,11883333.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,11883333.0,0.0,7.0,Unknown,1.0,1.0,12,30.0,0,1.0
53922.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,20533332.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,20533332.0,0.0,7.0,Unknown,1.0,1.0,10,68.0,0,1.0
68775.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,13933332.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,13933332.0,0.0,7.0,Unknown,1.0,1.0,12,41.0,0,1.0
27898.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,9816665.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,1996462.33,0.0,7.0,Unknown,1.0,1.0,12,39.0,0,1.0
75505.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,12400000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,12400000.0,0.0,7.0,Unknown,1.0,1.0,12,48.0,0,1.0
73306.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,12400000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,12400000.0,0.0,7.0,Unknown,1.0,1.0,0,41.0,0,1.0
73936.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,12400000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,12400000.0,0.0,7.0,Unknown,1.0,1.0,12,70.0,0,1.0
54333.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,12400000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,12400000.0,0.0,7.0,Unknown,1.0,1.0,12,37.0,0,1.0
75536.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,9816665.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,6916462.33,0.0,7.0,Unknown,1.0,1.0,12,45.0,0,1.0
73939.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,12400000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,12400000.0,0.0,7.0,Unknown,1.0,1.0,12,66.0,0,1.0
73048.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,33600000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,33600000.0,0.0,7.0,Unknown,1.0,1.0,12,54.0,0,1.0
73937.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,12400000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,12400000.0,0.0,7.0,Unknown,1.0,1.0,12,29.0,0,1.0
73931.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,12400000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,12400000.0,0.0,7.0,Unknown,1.0,1.0,12,41.0,0,1.0
72416.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,12400000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,12400000.0,0.0,7.0,Unknown,1.0,1.0,12,42.0,0,1.0
73047.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,9816665.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,9816665.0,0.0,7.0,Unknown,1.0,1.0,10,36.0,0,1.0
73263.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,12400000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,12400000.0,0.0,7.0,Unknown,1.0,1.0,12,51.0,0,1.0
45623.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,26350000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,26350000.0,0.0,7.0,Unknown,1.0,0.0,14,65.0,0,1.0
45626.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,26350000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,26350000.0,0.0,7.0,Unknown,1.0,0.0,12,42.0,0,1.0
36972.0,Single Customer,643.0,Hire Purchase (Upfront Method) 12 Month with 7%,Electronic Equipments,Agriculture/Livestocks,26460000.0,0002-Ygn (1) Hlaing,Cupid Trading Co.Ltd,26460000.0,0.0,7.0,Unknown,1.0,0.0,12,49.0,0,1.0
39826.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,26350000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,26350000.0,0.0,7.0,Unknown,1.0,0.0,0,76.0,0,1.0
39828.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,28900000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,27400000.0,0.0,7.0,Unknown,1.0,0.0,12,41.0,0,1.0
35730.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,26350000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,26350000.0,0.0,7.0,Unknown,1.0,0.0,12,49.0,0,1.0
45610.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,26350000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,20464000.0,0.0,7.0,Single,1.0,1.0,12,39.0,0,1.0
47013.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,34000000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,34000000.0,0.0,7.0,Unknown,1.0,0.0,12,64.0,0,1.0
57554.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,Motor Vehicle,Agriculture/Livestocks,17233332.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,17233332.0,0.0,7.0,Unknown,1.0,0.0,12,41.0,0,1.0
57536.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,16500000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,16500000.0,0.0,7.0,Unknown,1.0,0.0,5,41.0,0,1.0
57541.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,15766666.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,15766666.0,0.0,7.0,Unknown,1.0,0.0,12,41.0,0,1.0
45636.0,Single Customer,643.0,Hire Purchase (Upfront Method) 12 Month with 7%,Electronic Equipments,Agriculture/Livestocks,38771250.0,0002-Ygn (1) Hlaing,Cupid Trading Co.Ltd,38771250.0,0.0,7.0,Unknown,1.0,0.0,12,60.0,0,1.0
46893.0,Single Customer,643.0,Hire Purchase (Upfront Method) 12 Month with 7%,Electronic Equipments,Agriculture/Livestocks,32421665.0,0002-Ygn (1) Hlaing,Cupid Trading Co.Ltd,32421665.0,0.0,7.0,Unknown,1.0,0.0,12,41.0,0,1.0
57547.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,11366666.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,11366666.0,0.0,7.0,Unknown,1.0,0.0,0,53.0,0,1.0
57549.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,16866666.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,16866666.0,0.0,7.0,Unknown,1.0,0.0,12,45.0,0,1.0
57545.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,11366666.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,11366666.0,0.0,7.0,Unknown,1.0,0.0,12,41.0,0,1.0
57532.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,16866666.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,16866666.0,0.0,7.0,Unknown,1.0,0.0,12,45.0,0,1.0
58219.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,20533332.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,20533332.0,0.0,7.0,Unknown,1.0,0.0,12,41.0,0,1.0
58220.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,14666666.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,14666666.0,0.0,7.0,Unknown,1.0,0.0,3,53.0,0,1.0
58306.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,Motor Vehicle,Agriculture/Livestocks,15766666.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,15766666.0,0.0,7.0,Unknown,1.0,0.0,12,33.0,0,1.0
73265.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,11883333.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,11883333.0,0.0,7.0,Unknown,1.0,1.0,12,56.0,0,0.0
58397.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,18700000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,18700000.0,0.0,7.0,Unknown,1.0,0.0,12,32.0,0,1.0
58223.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,15400000.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,15400000.0,0.0,7.0,Unknown,1.0,1.0,5,38.0,0,1.0
58224.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,17233332.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,17233332.0,0.0,7.0,Unknown,1.0,0.0,12,62.0,0,1.0
58304.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,17233332.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,17233332.0,0.0,7.0,Unknown,1.0,0.0,12,54.0,0,1.0
58305.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,16866666.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,16866666.0,0.0,7.0,Unknown,1.0,0.0,12,30.0,0,1.0
58307.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,2927710.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,2927710.0,0.0,7.0,Unknown,1.0,0.0,12,59.0,0,1.0
39793.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,11883333.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,11883333.0,0.0,7.0,Unknown,1.0,1.0,12,50.0,0,0.0
109627.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,8960000.0,0002-Ygn (1) Hlaing,Ever Green Autos Co.Ltd,8960000.0,0.0,7.0,Unknown,1.0,0.0,9,37.0,0,1.0
103782.0,Single Customer,643.0,Hire Purchase (Upfront Method) 12 Month with 7%,#To buy a car,Agriculture/Livestocks,5950000.0,0002-Ygn (1) Hlaing,Ever Green Autos Co.Ltd,3632596.85,0.0,7.0,Unknown,1.0,0.0,9,62.0,0,1.0
35727.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,124499998.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,124499998.0,0.0,7.0,Unknown,1.0,0.0,0,41.0,0,1.0
72407.0,Single Customer,663.0,Hire Purchase (Upfront Method) 24 Month with 11%,#To buy a car,Agriculture/Livestocks,11883333.0,0002-Ygn (1) Hlaing,Best Auto Co.Ltd,11883333.0,0.0,7.0,Unknown,1.0,2.0,12,41.0,0,0.0
306592.0,Single Customer,623.0,Hire Purchase (Amortization) 60 Month with 10%,Motor Vehicle,Agriculture/Livestocks,133069796.3,0002-Ygn (1) Hlaing,Capital Automotive Ltd,58269744.0,0.0,7.0,Unknown,1.0,1.0,12,46.0,0,50.0
377211.0,Single Customer,623.0,Hire Purchase (Amortization) 60 Month with 10%,Motor Vehicle,Agriculture/Livestocks,25800000.0,0002-Ygn (1) Hlaing,"(ACD)ORIENTAL APEX SERVICES CO.,LTD",2207567.31,50.0,9.0,Unknown,1.0,0.0,12,41.0,0,60.0
